person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,cibil_score
25,40000,RENT,1.0,EDUCATION,7200,9.88,0,0.18,N,4,760
25,55000,MORTGAGE,1.0,DEBTCONSOLIDATION,2000,13.22,0,0.04,N,2,743
24,41000,RENT,3.0,EDUCATION,7200,12.53,0,0.18,N,2,775
22,55000,OWN,6.0,EDUCATION,4000,9.32,0,0.07,N,4,860
21,42000,RENT,6.0,EDUCATION,7200,5.42,0,0.17,N,4,836
23,55000,OWN,6.0,MEDICAL,18500,13.16,0,0.34,N,4,722
23,42996,RENT,7.0,VENTURE,7200,8.0,0,0.17,N,2,892
24,55000,MORTGAGE,2.0,HOMEIMPROVEMENT,8000,8.0,0,0.15,N,2,884
24,43200,RENT,8.0,MEDICAL,7200,13.49,0,0.17,Y,4,747
24,55000,MORTGAGE,2.0,VENTURE,6000,8.0,0,0.11,N,2,890
26,55000,MORTGAGE,2.0,HOMEIMPROVEMENT,8500,12.21,0,0.15,N,2,788
24,45000,RENT,3.0,DEBTCONSOLIDATION,7200,10.65,0,0.16,N,4,789
21,45000,RENT,3.0,PERSONAL,7200,9.38,0,0.16,N,4,876
22,39000,RENT,0.0,HOMEIMPROVEMENT,7200,9.45,1,0.18,N,3,772
25,46000,RENT,5.0,DEBTCONSOLIDATION,7200,,0,0.16,Y,3,715
22,48000,RENT,5.0,EDUCATION,7200,12.42,0,0.15,N,4,779
23,48000,RENT,7.0,PERSONAL,7200,14.27,0,0.15,Y,3,703
23,48000,RENT,7.0,PERSONAL,7200,11.71,0,0.15,N,2,789
25,55000,MORTGAGE,2.0,EDUCATION,14000,15.68,0,0.25,Y,4,615
22,48000,RENT,7.0,PERSONAL,7200,12.69,0,0.15,N,2,780
22,48000,RENT,1.0,MEDICAL,7200,9.62,0,0.15,N,4,791
22,49000,MORTGAGE,6.0,EDUCATION,10000,8.0,1,0.2,N,2,824
25,48000,RENT,6.0,DEBTCONSOLIDATION,7200,11.36,0,0.15,N,3,793
24,55000,MORTGAGE,8.0,PERSONAL,15000,,0,0.27,Y,3,661
24,55000,MORTGAGE,4.0,DEBTCONSOLIDATION,1600,13.79,0,0.03,N,2,725
24,49920,RENT,0.0,MEDICAL,7200,13.06,0,0.14,Y,3,736
23,55000,OTHER,5.0,VENTURE,4000,9.32,0,0.07,N,2,896
24,50000,RENT,0.0,VENTURE,7200,11.71,0,0.14,N,2,777
22,50000,RENT,6.0,DEBTCONSOLIDATION,7200,,0,0.14,N,4,758
22,49000,MORTGAGE,2.0,VENTURE,5000,11.28,1,0.1,Y,4,711
25,50000,RENT,2.0,PERSONAL,7200,8.49,0,0.14,N,2,868
25,50000,RENT,5.0,MEDICAL,7200,7.29,0,0.14,N,4,853
24,50004,RENT,4.0,DEBTCONSOLIDATION,7200,12.84,0,0.14,Y,3,727
25,55000,MORTGAGE,9.0,VENTURE,3600,11.34,0,0.07,Y,4,734
24,49000,OTHER,1.0,PERSONAL,20000,11.34,1,0.41,Y,4,704
23,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,15000,9.2,0,0.27,N,4,783
25,52000,RENT,3.0,EDUCATION,7200,12.69,0,0.14,N,3,795
24,55000,MORTGAGE,1.0,HOMEIMPROVEMENT,5275,8.07,0,0.1,N,4,897
24,54600,RENT,2.0,EDUCATION,7200,12.53,0,0.13,N,2,712
23,55004,MORTGAGE,4.0,EDUCATION,9600,14.74,0,0.17,Y,2,688
25,54990,RENT,4.0,DEBTCONSOLIDATION,7200,15.27,0,0.13,Y,3,741
23,55008,OWN,5.0,MEDICAL,10500,13.16,0,0.19,Y,4,744
24,54996,RENT,8.0,EDUCATION,7200,,0,0.13,N,3,797
22,54996,RENT,5.0,DEBTCONSOLIDATION,7200,7.66,0,0.13,N,2,857
25,55000,RENT,1.0,MEDICAL,7200,7.9,0,0.13,N,2,877
25,49700,RENT,2.0,PERSONAL,7200,10.38,1,0.14,N,2,760
23,50000,RENT,7.0,MEDICAL,7200,17.58,1,0.14,Y,2,691
23,51000,RENT,3.0,DEBTCONSOLIDATION,7200,14.67,1,0.14,N,3,637
22,59000,RENT,2.0,EDUCATION,7200,8.0,0,0.12,N,3,867
24,55152,MORTGAGE,8.0,PERSONAL,16000,11.49,0,0.29,N,2,782
24,60000,RENT,2.0,VENTURE,7200,8.49,0,0.12,N,2,870
25,55200,MORTGAGE,5.0,EDUCATION,4225,12.42,0,0.08,N,2,790
26,60000,RENT,0.0,VENTURE,7200,11.14,0,0.12,N,2,757
25,60000,RENT,3.0,HOMEIMPROVEMENT,7200,13.48,0,0.12,Y,4,736
22,60000,RENT,0.0,EDUCATION,7200,12.87,0,0.12,Y,3,709
22,49200,MORTGAGE,6.0,MEDICAL,6500,12.68,1,0.13,Y,2,742
23,60000,RENT,5.0,EDUCATION,7200,13.22,0,0.12,N,4,714
21,55200,MORTGAGE,5.0,VENTURE,8900,6.17,0,0.16,N,2,837
23,60036,RENT,7.0,MEDICAL,7200,9.91,0,0.12,N,4,764
24,49200,MORTGAGE,8.0,MEDICAL,2500,,1,0.05,N,2,604
21,60675,RENT,5.0,PERSONAL,7200,14.72,0,0.12,Y,2,728
21,61490,RENT,5.0,EDUCATION,7200,10.99,0,0.12,N,3,768
23,55200,MORTGAGE,2.0,DEBTCONSOLIDATION,2000,11.86,0,0.04,N,3,759
23,55200,MORTGAGE,7.0,EDUCATION,4000,10.08,0,0.07,N,4,761
25,63000,RENT,9.0,EDUCATION,7200,7.88,0,0.11,N,3,803
23,64000,RENT,0.0,MEDICAL,7200,15.96,0,0.11,N,3,730
26,55316,OWN,10.0,HOMEIMPROVEMENT,6000,5.42,0,0.11,N,3,817
25,67500,RENT,2.0,EDUCATION,7200,7.88,0,0.11,N,4,879
24,55400,MORTGAGE,8.0,VENTURE,11000,7.29,0,0.2,N,3,835
23,62000,RENT,3.0,EDUCATION,7200,7.9,1,0.12,N,3,824
23,68400,RENT,7.0,EDUCATION,7200,14.72,0,0.11,N,2,722
26,49493,MORTGAGE,6.0,VENTURE,15250,13.11,1,0.31,Y,3,711
25,71604,RENT,0.0,EDUCATION,7200,10.95,0,0.1,N,4,783
22,75000,RENT,2.0,VENTURE,7200,13.61,0,0.1,N,4,735
22,55500,MORTGAGE,6.0,MEDICAL,3000,7.37,0,0.05,N,2,900
24,55530,MORTGAGE,8.0,HOMEIMPROVEMENT,8000,5.99,0,0.14,N,4,866
21,55530,MORTGAGE,5.0,EDUCATION,3200,6.62,0,0.06,N,4,808
23,49530,MORTGAGE,7.0,DEBTCONSOLIDATION,16000,14.54,1,0.32,Y,2,667
26,76668,RENT,10.0,EDUCATION,7200,9.63,0,0.09,N,3,842
23,80000,RENT,3.0,DEBTCONSOLIDATION,7200,8.9,0,0.09,N,2,834
23,80500,RENT,5.0,DEBTCONSOLIDATION,7200,9.25,0,0.09,N,4,783
21,84000,RENT,5.0,VENTURE,7200,8.49,0,0.09,N,2,877
24,55600,MORTGAGE,2.0,HOMEIMPROVEMENT,11700,13.57,0,0.21,Y,2,703
24,55605,MORTGAGE,8.0,MEDICAL,6500,10.99,0,0.12,N,2,778
23,49635,MORTGAGE,6.0,PERSONAL,12000,7.29,1,0.24,N,3,840
24,55680,MORTGAGE,4.0,DEBTCONSOLIDATION,7875,10.65,0,0.14,N,3,794
25,73000,RENT,2.0,PERSONAL,7200,14.96,1,0.1,N,3,699
25,88500,RENT,3.0,DEBTCONSOLIDATION,7200,13.47,0,0.08,N,3,714
25,55800,MORTGAGE,9.0,MEDICAL,3500,14.17,0,0.06,Y,3,727
25,55800,MORTGAGE,1.0,PERSONAL,4000,10.75,0,0.07,N,2,791
24,55800,MORTGAGE,0.0,VENTURE,3200,7.68,0,0.06,N,3,879
23,55812,MORTGAGE,4.0,MEDICAL,21825,11.36,0,0.39,N,2,761
26,90000,RENT,1.0,DEBTCONSOLIDATION,7200,9.91,0,0.08,N,2,754
26,55900,MORTGAGE,5.0,PERSONAL,18200,14.26,0,0.33,N,4,733
25,49963,MORTGAGE,9.0,EDUCATION,2100,11.49,1,0.04,N,3,791
23,49980,MORTGAGE,7.0,MEDICAL,4800,10.37,1,0.1,N,2,750
24,56000,MORTGAGE,8.0,DEBTCONSOLIDATION,12000,,0,0.21,N,3,838
23,93000,RENT,1.0,DEBTCONSOLIDATION,7200,6.92,0,0.08,N,2,895
23,105000,RENT,7.0,PERSONAL,7200,11.71,0,0.07,N,4,775
22,56000,MORTGAGE,3.0,EDUCATION,10075,16.29,0,0.18,Y,4,666
25,56000,MORTGAGE,5.0,PERSONAL,10250,14.65,0,0.18,Y,4,747
26,111000,RENT,1.0,HOMEIMPROVEMENT,7200,12.18,0,0.06,N,3,776
26,56000,MORTGAGE,9.0,HOMEIMPROVEMENT,10000,12.42,0,0.18,N,2,773
23,56000,MORTGAGE,7.0,VENTURE,7200,6.03,0,0.13,N,2,834
24,56000,MORTGAGE,8.0,MEDICAL,12250,6.03,0,0.22,N,4,845
25,135000,RENT,6.0,HOMEIMPROVEMENT,7200,9.91,0,0.05,N,3,791
25,149000,RENT,9.0,MEDICAL,7200,,0,0.05,N,2,838
25,62467,RENT,1.0,HOMEIMPROVEMENT,7250,10.65,0,0.12,N,4,775
26,56000,MORTGAGE,2.0,DEBTCONSOLIDATION,6000,15.23,0,0.11,N,4,748
24,80000,RENT,6.0,VENTURE,7250,5.42,0,0.09,N,2,861
24,56000,OWN,8.0,VENTURE,2000,6.99,0,0.04,N,3,837
25,26729,RENT,5.0,MEDICAL,7300,11.14,0,0.27,N,3,772
23,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,13600,15.23,0,0.24,Y,4,721
24,56000,MORTGAGE,3.0,VENTURE,2000,10.99,0,0.04,N,4,753
24,56000,MORTGAGE,4.0,HOMEIMPROVEMENT,19125,13.99,0,0.34,Y,3,748
25,50000,MORTGAGE,6.0,PERSONAL,12800,7.49,1,0.26,N,4,858
22,56000,MORTGAGE,4.0,MEDICAL,9000,10.59,0,0.16,N,2,758
26,37086,RENT,7.0,DEBTCONSOLIDATION,7300,7.88,0,0.2,N,4,867
23,38000,RENT,1.0,MEDICAL,7300,,0,0.19,N,2,870
24,56000,MORTGAGE,3.0,EDUCATION,15000,8.49,0,0.27,N,2,886
26,41400,RENT,5.0,DEBTCONSOLIDATION,7300,9.45,0,0.18,N,4,751
24,56000,MORTGAGE,8.0,EDUCATION,10000,7.49,0,0.18,N,3,848
22,45999,RENT,1.0,VENTURE,7300,7.88,0,0.16,N,2,887
23,50000,MORTGAGE,7.0,MEDICAL,7500,15.62,1,0.15,N,3,689
25,56000,MORTGAGE,,EDUCATION,5000,5.42,0,0.09,N,3,894
25,56000,MORTGAGE,9.0,VENTURE,12375,11.49,0,0.22,N,4,796
21,50000,RENT,4.0,EDUCATION,7300,11.71,0,0.15,N,3,780
24,56000,MORTGAGE,2.0,EDUCATION,5250,12.87,0,0.09,N,2,746
24,56000,MORTGAGE,5.0,MEDICAL,17400,5.99,0,0.31,N,2,839
25,53600,RENT,1.0,EDUCATION,7300,8.0,0,0.14,N,4,847
23,96000,RENT,7.0,EDUCATION,7300,8.49,0,0.08,N,4,850
23,56000,MORTGAGE,4.0,VENTURE,6000,5.99,0,0.11,N,2,842
22,56000,MORTGAGE,3.0,DEBTCONSOLIDATION,20000,10.99,0,0.36,N,4,783
23,42000,RENT,1.0,VENTURE,7325,12.69,0,0.17,N,3,773
24,12480,RENT,1.0,VENTURE,7350,6.92,1,0.59,N,2,848
25,32500,RENT,5.0,MEDICAL,7350,13.43,0,0.23,Y,3,725
24,33000,RENT,1.0,MEDICAL,7350,11.71,0,0.22,N,3,765
23,56000,OWN,7.0,EDUCATION,20000,,0,0.36,N,3,796
23,42000,RENT,4.0,EDUCATION,7400,,0,0.18,N,3,762
25,42000,RENT,0.0,EDUCATION,7400,16.32,1,0.18,N,4,614
24,43995,RENT,,PERSONAL,7400,13.99,1,0.17,Y,4,726
21,56000,MORTGAGE,6.0,MEDICAL,5600,10.37,0,0.1,N,4,753
25,57996,RENT,5.0,EDUCATION,7400,10.36,0,0.13,N,2,765
25,62000,RENT,0.0,DEBTCONSOLIDATION,7400,6.99,0,0.12,N,2,863
26,56000,MORTGAGE,10.0,EDUCATION,6000,5.42,0,0.11,N,4,893
24,72000,RENT,5.0,EDUCATION,7400,15.65,0,0.1,Y,3,693
26,56000,MORTGAGE,10.0,EDUCATION,15000,14.35,0,0.27,N,2,729
22,34359,RENT,6.0,EDUCATION,7475,9.63,0,0.22,N,2,835
21,12720,RENT,1.0,EDUCATION,7500,7.05,1,0.59,N,4,866
23,56000,MORTGAGE,4.0,EDUCATION,3000,6.76,0,0.05,N,3,885
24,56000,OWN,8.0,EDUCATION,2000,11.49,0,0.04,N,2,798
22,56000,MORTGAGE,6.0,PERSONAL,4750,7.14,0,0.08,N,2,885
24,20796,RENT,2.0,VENTURE,7500,7.88,1,0.36,N,3,848
23,56000,MORTGAGE,6.0,DEBTCONSOLIDATION,5500,7.51,0,0.1,N,4,875
22,56000,MORTGAGE,5.0,MEDICAL,12000,10.99,0,0.21,N,2,770
23,21000,RENT,6.0,DEBTCONSOLIDATION,7500,6.91,1,0.36,N,4,855
23,56000,OWN,2.0,MEDICAL,15000,10.62,0,0.27,N,3,753
23,21360,RENT,0.0,PERSONAL,7500,7.14,1,0.35,N,3,894
25,21500,RENT,2.0,MEDICAL,7500,11.34,1,0.35,N,2,743
22,22596,RENT,4.0,MEDICAL,7500,9.76,1,0.33,N,4,780
24,23196,RENT,1.0,EDUCATION,7500,13.24,1,0.32,N,2,672
25,24996,RENT,3.0,EDUCATION,7500,12.98,0,0.3,Y,3,719
26,56000,MORTGAGE,0.0,HOMEIMPROVEMENT,8000,11.14,0,0.14,N,4,764
22,25000,RENT,0.0,PERSONAL,7500,7.51,0,0.3,N,4,822
24,56000,MORTGAGE,5.0,VENTURE,13000,8.94,0,0.23,N,3,827
22,25200,RENT,7.0,MEDICAL,7500,14.96,1,0.3,N,3,665
26,26000,RENT,2.0,PERSONAL,7500,12.18,0,0.29,N,2,786
23,56000,MORTGAGE,1.0,MEDICAL,10000,8.59,0,0.18,N,3,820
23,56000,MORTGAGE,7.0,PERSONAL,13750,18.43,0,0.25,N,2,594
23,26400,RENT,8.0,VENTURE,7500,12.73,0,0.28,N,4,749
21,27600,RENT,4.0,EDUCATION,7500,6.76,0,0.27,N,4,836
25,28128,RENT,2.0,EDUCATION,7500,15.33,1,0.27,Y,3,662
21,30000,RENT,5.0,VENTURE,7500,9.99,0,0.25,N,4,768
23,30000,RENT,3.0,DEBTCONSOLIDATION,7500,,0,0.25,N,4,779
24,30000,RENT,8.0,EDUCATION,7500,5.79,0,0.25,N,2,844
23,56000,MORTGAGE,7.0,PERSONAL,4500,11.83,0,0.08,N,4,767
26,56000,MORTGAGE,11.0,MEDICAL,12000,11.89,0,0.21,N,3,763
21,30000,RENT,5.0,EDUCATION,7500,11.83,0,0.25,N,4,785
26,30000,RENT,1.0,PERSONAL,7500,14.75,1,0.25,N,3,635
23,30000,RENT,1.0,PERSONAL,7500,13.24,1,0.25,Y,3,669
23,56000,MORTGAGE,3.0,MEDICAL,7500,13.79,0,0.13,Y,3,718
21,30028,RENT,5.0,MEDICAL,7500,10.75,0,0.25,N,4,794
22,31200,RENT,3.0,PERSONAL,7500,9.91,0,0.24,N,4,793
22,31875,RENT,3.0,EDUCATION,7500,13.11,0,0.24,N,2,706
26,32000,RENT,1.0,MEDICAL,7500,13.79,0,0.23,Y,3,743
22,33000,RENT,2.0,EDUCATION,7500,,0,0.23,N,4,753
26,34000,RENT,5.0,DEBTCONSOLIDATION,7500,7.9,1,0.22,N,3,833
23,56004,MORTGAGE,0.0,EDUCATION,10000,13.61,0,0.18,N,4,701
22,56004,MORTGAGE,6.0,MEDICAL,6000,11.86,0,0.11,N,3,754
22,56004,MORTGAGE,6.0,MEDICAL,6000,7.88,0,0.11,N,4,854
22,56004,OWN,5.0,EDUCATION,12000,13.98,0,0.21,N,3,709
22,56004,MORTGAGE,6.0,DEBTCONSOLIDATION,2000,7.51,0,0.04,N,4,895
22,34404,RENT,2.0,HOMEIMPROVEMENT,7500,15.05,1,0.22,N,2,691
26,56004,MORTGAGE,10.0,EDUCATION,20000,13.57,0,0.36,Y,4,740
26,56004,MORTGAGE,3.0,EDUCATION,13000,8.59,0,0.23,N,3,876
26,56004,OWN,2.0,MEDICAL,10000,9.32,0,0.18,N,3,868
23,34780,RENT,5.0,PERSONAL,7500,12.61,0,0.22,N,4,659
25,35000,RENT,2.0,DEBTCONSOLIDATION,7500,10.99,0,0.21,N,2,759
21,29004,RENT,0.0,MEDICAL,7500,,1,0.26,Y,2,687
24,50160,MORTGAGE,2.0,EDUCATION,6000,15.62,1,0.12,N,2,676
23,56160,MORTGAGE,2.0,PERSONAL,3050,10.59,0,0.05,N,2,770
25,36000,RENT,0.0,DEBTCONSOLIDATION,7500,13.49,0,0.21,N,4,707
26,36000,RENT,10.0,VENTURE,7500,10.59,0,0.21,N,3,750
26,30320,RENT,2.0,PERSONAL,7500,12.18,1,0.25,N,3,777
22,56368,MORTGAGE,5.0,EDUCATION,6000,12.99,0,0.11,N,2,748
22,36750,RENT,6.0,EDUCATION,7500,14.84,0,0.2,N,3,688
25,50400,MORTGAGE,9.0,DEBTCONSOLIDATION,12000,16.89,1,0.24,N,4,663
22,56400,MORTGAGE,6.0,EDUCATION,17300,15.62,0,0.31,N,4,670
21,56400,OWN,5.0,VENTURE,5000,6.54,0,0.09,N,2,829
23,56400,MORTGAGE,,EDUCATION,4000,11.49,0,0.07,N,4,770
25,37676,RENT,6.0,PERSONAL,7500,8.32,0,0.2,N,4,848
22,38000,RENT,5.0,PERSONAL,7500,5.79,0,0.2,N,4,808
23,38000,RENT,0.0,MEDICAL,7500,7.88,0,0.2,N,4,816
26,38400,RENT,10.0,MEDICAL,7500,17.58,0,0.2,N,2,654
22,32400,RENT,6.0,VENTURE,7500,14.27,1,0.23,N,2,730
23,56500,MORTGAGE,7.0,MEDICAL,9800,,0,0.17,N,2,851
23,39975,RENT,0.0,PERSONAL,7500,,0,0.19,Y,2,739
22,39996,RENT,0.0,PERSONAL,7500,11.86,0,0.19,N,3,787
23,40000,RENT,7.0,VENTURE,7500,12.69,0,0.19,N,2,792
21,56532,MORTGAGE,,EDUCATION,16000,7.88,0,0.28,N,3,862
24,56533,MORTGAGE,,HOMEIMPROVEMENT,20000,11.11,0,0.35,N,2,768
23,56600,OWN,3.0,MEDICAL,12000,10.38,0,0.21,N,2,785
24,40000,RENT,1.0,PERSONAL,7500,5.79,0,0.19,N,4,849
22,56650,MORTGAGE,2.0,MEDICAL,6500,10.65,0,0.11,N,2,782
25,56655,MORTGAGE,9.0,VENTURE,20000,13.61,0,0.35,N,2,712
23,56700,MORTGAGE,7.0,EDUCATION,12000,5.42,0,0.21,N,2,877
26,56700,MORTGAGE,3.0,DEBTCONSOLIDATION,6000,9.63,0,0.11,N,4,896
24,40000,RENT,0.0,DEBTCONSOLIDATION,7500,11.36,0,0.19,N,4,778
26,56810,MORTGAGE,10.0,DEBTCONSOLIDATION,2500,,0,0.04,Y,3,742
22,34000,RENT,2.0,MEDICAL,7500,12.53,1,0.22,Y,4,748
25,56900,MORTGAGE,9.0,PERSONAL,25000,7.51,0,0.44,N,3,835
23,56900,MORTGAGE,7.0,MEDICAL,11200,,0,0.2,N,3,793
22,56902,MORTGAGE,6.0,DEBTCONSOLIDATION,12000,7.14,0,0.21,N,4,809
23,56996,OWN,2.0,VENTURE,9575,9.63,0,0.17,N,4,894
22,40906,RENT,4.0,VENTURE,7500,9.63,0,0.18,N,2,755
26,42000,RENT,0.0,DEBTCONSOLIDATION,7500,10.25,0,0.18,N,4,750
21,57000,OWN,5.0,PERSONAL,8000,10.65,0,0.14,N,3,756
22,57000,MORTGAGE,4.0,EDUCATION,12875,7.9,0,0.23,N,2,857
24,57000,MORTGAGE,0.0,MEDICAL,2400,12.69,0,0.04,N,4,776
23,42000,RENT,1.0,PERSONAL,7500,10.33,0,0.18,N,4,770
23,36000,RENT,1.0,PERSONAL,7500,12.61,1,0.21,Y,2,677
22,57000,MORTGAGE,6.0,PERSONAL,11425,9.91,0,0.2,N,4,765
22,42500,RENT,0.0,EDUCATION,7500,7.9,0,0.18,N,2,855
21,37260,RENT,1.0,HOMEIMPROVEMENT,7500,14.84,1,0.2,Y,2,695
25,57000,MORTGAGE,5.0,PERSONAL,13000,8.9,0,0.23,N,2,886
22,44000,RENT,0.0,PERSONAL,7500,8.32,0,0.17,N,3,819
22,57000,MORTGAGE,6.0,VENTURE,7200,,0,0.13,N,2,787
25,51000,MORTGAGE,9.0,DEBTCONSOLIDATION,5500,16.77,1,0.11,Y,2,674
22,57000,MORTGAGE,2.0,MEDICAL,5950,13.49,0,0.1,Y,3,727
25,39000,RENT,9.0,MEDICAL,7500,15.62,1,0.19,Y,2,654
26,57000,MORTGAGE,6.0,MEDICAL,9000,12.99,0,0.16,Y,4,720
26,57000,MORTGAGE,10.0,VENTURE,14000,5.42,0,0.25,N,4,817
21,57000,MORTGAGE,5.0,VENTURE,14400,,0,0.25,Y,2,746
24,57000,MORTGAGE,8.0,HOMEIMPROVEMENT,19725,9.99,0,0.35,N,2,755
23,45000,RENT,5.0,EDUCATION,7500,15.37,0,0.17,Y,4,678
22,39000,RENT,1.0,VENTURE,7500,,1,0.19,Y,4,668
24,57000,MORTGAGE,8.0,EDUCATION,6000,5.99,0,0.11,N,3,896
26,57000,MORTGAGE,4.0,EDUCATION,12000,13.49,0,0.21,Y,2,700
22,57000,MORTGAGE,1.0,VENTURE,3200,5.99,0,0.06,N,4,802
26,45450,RENT,2.0,MEDICAL,7500,11.14,0,0.17,N,3,791
22,45600,RENT,6.0,EDUCATION,7500,,0,0.16,N,4,720
23,57000,MORTGAGE,0.0,VENTURE,20000,11.99,0,0.35,N,2,784
26,46800,RENT,6.0,DEBTCONSOLIDATION,7500,9.99,0,0.16,N,3,790
21,47500,RENT,2.0,DEBTCONSOLIDATION,7500,10.99,0,0.16,N,2,789
23,57000,MORTGAGE,7.0,PERSONAL,9250,5.99,0,0.16,N,4,866
25,57000,OWN,9.0,MEDICAL,12000,10.59,0,0.21,N,3,774
23,48000,RENT,4.0,MEDICAL,7500,5.79,0,0.16,N,4,854
22,42000,RENT,7.0,DEBTCONSOLIDATION,7500,17.04,1,0.18,N,2,619
25,48000,RENT,9.0,DEBTCONSOLIDATION,7500,12.53,0,0.16,N,3,743
23,57000,MORTGAGE,1.0,MEDICAL,4200,12.68,0,0.07,Y,4,744
24,57000,MORTGAGE,5.0,EDUCATION,8000,5.42,0,0.14,N,3,897
24,57000,MORTGAGE,8.0,VENTURE,14000,14.91,0,0.25,N,4,670
23,57000,MORTGAGE,5.0,VENTURE,18000,11.11,0,0.32,N,2,797
25,48659,RENT,4.0,EDUCATION,7500,,0,0.15,N,4,772
23,57000,MORTGAGE,6.0,PERSONAL,7000,,0,0.12,N,2,869
22,49000,RENT,7.0,PERSONAL,7500,6.62,0,0.15,N,3,876
25,57000,MORTGAGE,5.0,HOMEIMPROVEMENT,11200,14.46,0,0.2,Y,4,698
22,43000,RENT,1.0,VENTURE,7500,14.96,1,0.17,N,3,672
21,44000,RENT,5.0,MEDICAL,7500,7.9,1,0.17,N,3,872
25,50000,RENT,3.0,PERSONAL,7500,10.99,0,0.15,N,2,766
23,57000,MORTGAGE,6.0,EDUCATION,17500,14.09,0,0.31,Y,3,651
26,44000,RENT,0.0,HOMEIMPROVEMENT,7500,16.4,1,0.17,N,3,618
22,50000,RENT,1.0,MEDICAL,7500,8.94,0,0.15,N,3,882
25,44000,RENT,7.0,MEDICAL,7500,13.92,1,0.17,N,3,706
23,44000,RENT,0.0,VENTURE,7500,16.0,1,0.17,N,4,641
22,51000,MORTGAGE,3.0,HOMEIMPROVEMENT,12000,11.86,1,0.24,N,3,791
24,50000,RENT,2.0,HOMEIMPROVEMENT,7500,10.01,0,0.15,N,3,769
22,57000,MORTGAGE,6.0,EDUCATION,7000,7.14,0,0.12,N,3,872
25,57000,OWN,5.0,PERSONAL,12000,13.23,0,0.21,N,3,716
22,50000,RENT,1.0,PERSONAL,7500,8.32,0,0.15,N,4,826
26,51000,MORTGAGE,5.0,MEDICAL,7000,15.21,1,0.14,N,4,696
22,57000,MORTGAGE,5.0,PERSONAL,7500,11.86,0,0.13,N,3,751
22,44400,RENT,4.0,DEBTCONSOLIDATION,7500,8.49,1,0.17,N,4,862
22,57000,MORTGAGE,5.0,PERSONAL,7500,10.25,0,0.13,N,2,785
22,50663,RENT,0.0,DEBTCONSOLIDATION,7500,13.22,0,0.15,N,3,718
26,51000,MORTGAGE,10.0,MEDICAL,13000,15.33,1,0.25,Y,3,666
22,51000,RENT,6.0,PERSONAL,7500,5.99,0,0.15,N,2,868
22,57000,MORTGAGE,6.0,EDUCATION,11400,12.53,0,0.2,N,3,788
22,51000,RENT,6.0,EDUCATION,7500,,0,0.15,N,4,717
23,52000,RENT,7.0,VENTURE,7500,10.38,0,0.14,N,2,756
25,53000,RENT,0.0,EDUCATION,7500,10.39,0,0.14,N,4,766
24,55000,RENT,0.0,EDUCATION,7500,6.03,0,0.14,N,3,838
24,51000,MORTGAGE,8.0,DEBTCONSOLIDATION,12000,,1,0.24,N,3,785
22,55000,RENT,6.0,DEBTCONSOLIDATION,7500,6.03,0,0.14,N,2,839
26,57000,MORTGAGE,10.0,VENTURE,2500,11.58,0,0.04,N,3,794
24,57000,OWN,8.0,EDUCATION,9000,8.0,0,0.16,N,4,803
21,55000,RENT,1.0,EDUCATION,7500,7.88,0,0.14,N,2,824
24,57000,MORTGAGE,3.0,VENTURE,5500,8.0,0,0.1,N,3,868
23,57000,OWN,7.0,EDUCATION,4200,10.51,0,0.07,N,3,779
24,55000,RENT,1.0,HOMEIMPROVEMENT,7500,12.53,0,0.14,N,2,761
25,57000,OWN,4.0,MEDICAL,900,8.63,0,0.02,N,4,867
22,57000,MORTGAGE,6.0,EDUCATION,25000,9.01,0,0.44,N,2,773
25,57000,MORTGAGE,5.0,VENTURE,7250,10.59,0,0.13,N,4,728
26,57006,MORTGAGE,10.0,DEBTCONSOLIDATION,6000,6.17,0,0.11,N,2,872
23,57000,RENT,8.0,EDUCATION,7500,11.97,0,0.13,N,4,703
23,57600,RENT,5.0,MEDICAL,7500,13.85,0,0.13,N,3,723
26,57068,OWN,2.0,VENTURE,1600,15.23,0,0.03,Y,4,713
22,52000,RENT,1.0,HOMEIMPROVEMENT,7500,,1,0.14,Y,4,654
25,57120,MORTGAGE,,MEDICAL,25000,10.99,0,0.44,N,4,767
23,57188,MORTGAGE,7.0,VENTURE,17450,6.62,0,0.31,N,3,841
21,57192,MORTGAGE,0.0,MEDICAL,8000,7.49,0,0.14,N,3,856
23,59000,RENT,7.0,EDUCATION,7500,6.54,0,0.13,N,2,882
25,53000,RENT,3.0,MEDICAL,7500,12.92,1,0.14,N,4,661
21,57200,MORTGAGE,5.0,DEBTCONSOLIDATION,8000,6.03,0,0.14,N,2,881
22,57200,MORTGAGE,7.0,DEBTCONSOLIDATION,7500,7.51,0,0.13,N,3,816
25,57200,MORTGAGE,1.0,EDUCATION,2400,7.49,0,0.04,N,2,829
22,57200,MORTGAGE,4.0,EDUCATION,7000,7.51,0,0.12,N,2,887
25,60000,RENT,6.0,MEDICAL,7500,14.27,0,0.13,Y,2,710
22,57204,MORTGAGE,6.0,EDUCATION,9000,15.58,0,0.16,Y,3,684
22,60000,RENT,6.0,MEDICAL,7500,9.99,0,0.13,N,3,772
23,60000,RENT,4.0,PERSONAL,7500,7.66,0,0.13,N,2,880
